989,Xerox 1983,Anna Andreadi,43523,5.46,British Columbia,Paper,0.36
990,Advantus Map Pennant Flags and Round Head Tacks,Seth Vernon,44199,2,British Columbia,Rubber Bands,0.53
991,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Alex Avila,44231,30,British Columbia,Chairs & Chairmats,0.62
992,"Belkin 107-key enhanced keyboard, USB/PS/2 interface",Alex Avila,44231,4,British Columbia,Computer Peripherals,0.79
993,5185,Alex Avila,44231,8.99,British Columbia,Telephones and Communication,0.58
994,Hon Every-Day� Chair Series Swivel Task Chairs,Sonia Sunley,45573,30,British Columbia,Chairs & Chairmats,0.64
995,Avery 494,Lisa DeCherney,45763,0.5,British Columbia,Labels,0.39
996,Xerox 1905,Dennis Bolton,48165,9.54,British Columbia,Paper,0.37
997,Dana Halogen Swing-Arm Architect Lamp,Anthony O'Donnell,48197,14.45,British Columbia,Office Furnishings,0.57
998,Maxell DVD-RAM Discs,Barbara Fisher,48484,1.99,British Columbia,Computer Peripherals,0.42
999,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Barbara Fisher,48484,6.67,British Columbia,Office Furnishings,0.49
1000,Computer Printout Paper with Letter-Trim Perforations,Barbara Fisher,48484,9.03,British Columbia,Paper,0.37
1001,StarTAC ST7868,Barbara Fisher,48484,8.99,British Columbia,Telephones and Communication,0.55
1002,Novimex Turbo Task Chair,Barbara Fisher,49153,30,British Columbia,Chairs & Chairmats,0.73
1003,Panasonic KX-P3626 Dot Matrix Printer,Dennis Bolton,49412,16.63,British Columbia,Office Machines,0.59
1004,TI 36X Solar Scientific Calculator,Lisa DeCherney,49761,6.3,British Columbia,Office Machines,0.38
1005,Belkin F9M820V08 8 Outlet Surge,Sarah Foster,50310,4.62,British Columbia,Appliances,0.56
1006,"Global Leather Task Chair, Black",Sarah Foster,50310,42,British Columbia,Chairs & Chairmats,0.66
1007,"Fellowes Basic 104-Key Keyboard, Platinum",Sarah Foster,50310,4,British Columbia,Computer Peripherals,0.6
1008,Fellowes Super Stor/Drawer� Files,Anna Andreadi,51072,19.99,British Columbia,Storage & Organization,0.66
1009,Zoom V.92 USB External Faxmodem,Roy Skaria,51648,19.99,British Columbia,Computer Peripherals,0.41
1010,Unpadded Memo Slips,Roy Skaria,51648,2.97,British Columbia,Paper,0.35
1011,Canon PC1060 Personal Laser Copier,Roy Skaria,52035,24.49,British Columbia,Copiers and Fax,0.41
1012,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",Dennis Bolton,52326,5.44,British Columbia,Binders and Binder Accessories,0.36
1013,GBC VeloBinder Strips,Alex Avila,52737,6.16,British Columbia,Binders and Binder Accessories,0.35
1014,Xerox 227,Roy Skaria,53216,8.73,British Columbia,Paper,0.37
1015,"Memorex 4.7GB DVD+RW, 3/Pack",Seth Vernon,54081,1.99,British Columbia,Computer Peripherals,0.4
1016,"Memorex 4.7GB DVD+RW, 3/Pack",Barbara Fisher,54560,1.99,British Columbia,Computer Peripherals,0.4
1017,MicroTAC 650,Barbara Fisher,54560,4.99,British Columbia,Telephones and Communication,0.58
1018,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Peter Buhler,54947,4.62,British Columbia,Computer Peripherals,0.64
1019,Hand-Finished Solid Wood Document Frame,Peter Buhler,54947,5.02,British Columbia,Office Furnishings,0.55
1020,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Dennis Bolton,55170,8.99,British Columbia,Pens & Art Supplies,0.58
1021,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Roy Skaria,55777,19.99,British Columbia,Office Furnishings,0.55
1022,StarTAC 7760,Roy Skaria,55777,3.99,British Columbia,Telephones and Communication,0.59
1023,Xerox 210,Alex Avila,56001,7.37,British Columbia,Paper,0.37
1024,Personal Creations� Ink Jet Cards and Labels,Anthony O'Donnell,56640,5.43,British Columbia,Paper,0.36
1025,Xerox 1923,Anthony O'Donnell,56640,5.66,British Columbia,Paper,0.37
1026,"Peel & Seel� Recycled Catalog Envelopes, Brown",Seth Vernon,59393,6.97,British Columbia,Envelopes,0.35
1027,Staples Metal Binder Clips,Sonia Sunley,59712,0.8,British Columbia,Rubber Bands,0.39
1028,Hewlett-Packard 4.7GB DVD+R Discs,Daniel Lacy,59905,1.99,British Columbia,Computer Peripherals,0.49
1029,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",Daniel Lacy,59905,1.71,British Columbia,Paper,0.4
1030,"Dixon Prang� Watercolor Pencils, 10-Color Set with Brush",Daniel Lacy,59905,1.2,British Columbia,Pens & Art Supplies,0.44
1031,I888 World Phone,Giulietta Weimer,322,8.08,British Columbia,Telephones and Communication,0.6
1032,Xerox 1997,Giulietta Weimer,322,10.05,British Columbia,Paper,0.37
1033,GBC Therma-A-Bind 250T Electric Binding System,Mike Vittorini,962,19.99,British Columbia,Binders and Binder Accessories,0.37
1034,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Mike Vittorini,962,60,British Columbia,Appliances,0.41
1035,Avery Printable Repositionable Plastic Tabs,Lela Donovan,1221,6.19,British Columbia,Binders and Binder Accessories,0.38
1036,GBC DocuBind TL300 Electric Binding System,Lela Donovan,1221,19.99,British Columbia,Binders and Binder Accessories,0.38
1037,Storex DuraTech Recycled Plastic Frosted Binders,Lela Donovan,1221,5.41,British Columbia,Binders and Binder Accessories,0.35
1038,GBC DocuBind 200 Manual Binding Machine,Shahid Shariari,1445,19.99,British Columbia,Binders and Binder Accessories,0.35
1039,Staples SlimLine Pencil Sharpener,Shahid Shariari,1445,5.81,British Columbia,Pens & Art Supplies,0.6
1040,Hon Comfortask� Task/Swivel Chairs,Trudy Schmidt,1799,30,British Columbia,Chairs & Chairmats,0.69
1041,Xerox 204,Trudy Schmidt,1799,6.86,British Columbia,Paper,0.37
1042,StarTAC 7760,Christopher Martinez,2720,3.99,British Columbia,Telephones and Communication,0.59
1043,Newell 35,Mike Vittorini,3685,5,British Columbia,Pens & Art Supplies,0.56
1044,Acco� Hot Clips� Clips to Go,Marc Harrigan,3687,1.35,British Columbia,Rubber Bands,0.4
1045,Hoover Portapower� Portable Vacuum,Christopher Martinez,3907,49,British Columbia,Appliances,0.6
1046,"Wilson Jones Hanging View Binder, White, 1""",Shahid Shariari,4067,6.05,British Columbia,Binders and Binder Accessories,0.39
1047,Staples Brown Kraft Recycled Clasp Envelopes,Liz Price,4257,5.3,British Columbia,Envelopes,0.35
1048,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Lela Donovan,4261,60,British Columbia,Appliances,0.41
1049,Xerox 1947,Lela Donovan,4261,5.35,British Columbia,Paper,0.4
1050,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Lela Donovan,4261,24.49,British Columbia,Appliances,0.52
1051,Xerox 1950,Lela Donovan,4261,5.37,British Columbia,Paper,0.36
1052,"Eldon Regeneration Recycled Desk Accessories, Smoke",Mike Vittorini,4294,4.08,British Columbia,Office Furnishings,0.53
1053,"Imation 3.5"" DS-HD Macintosh Formatted Diskettes, 10/Pack",Shahid Shariari,4642,3.52,British Columbia,Computer Peripherals,0.68
1054,Project Tote Personal File,Shahid Shariari,4642,9.37,British Columbia,Storage & Organization,0.56
1055,GBC ProClick� 150 Presentation Binding System,Ralph Kennedy,4864,19.99,British Columbia,Binders and Binder Accessories,0.38
1056,Letter Size Cart,Rob Dowd,4996,19.99,British Columbia,Storage & Organization,0.56
1057,Accessory2,Ralph Kennedy,5121,1.25,British Columbia,Telephones and Communication,0.55
1058,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Khloe Miller,5346,56.2,British Columbia,Office Furnishings,0.74
1059,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Khloe Miller,5346,69.64,British Columbia,Tables,0.77
1060,"Sauder Forest Hills Library, Woodland Oak Finish",Khloe Miller,5346,36.09,British Columbia,Bookcases,0.77
1061,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Shahid Hopkins,5473,8.29,British Columbia,Envelopes,0.38
1062,Kensington 6 Outlet Guardian Standard Surge Protector,Kristina Nunn,5698,6.32,British Columbia,Appliances,0.58
1063,"#10 White Business Envelopes,4 1/8 x 9 1/2",Kristina Nunn,5698,1.39,British Columbia,Envelopes,0.38
1064,Avery 492,Ralph Kennedy,6144,0.5,British Columbia,Labels,0.39
1065,Bretford CR4500 Series Slim Rectangular Table,Ralph Kennedy,6144,40.19,British Columbia,Tables,0.62
1066,"Imation 3.5"" Diskettes, IBM Format, DS/HD, 10/Box, Neon",Ricardo Emerson,6374,3.6,British Columbia,Computer Peripherals,0.64
1067,Binder Clips by OIC,Ricardo Emerson,6374,0.7,British Columbia,Rubber Bands,0.37
1068,"Career Cubicle Clock, 8 1/4"", Black",Lela Donovan,7169,14.39,British Columbia,Office Furnishings,0.47
1069,V8162,Lela Donovan,7169,2.79,British Columbia,Telephones and Communication,0.56
1070,Hoover WindTunnel� Plus Canister Vacuum,Ricardo Emerson,7427,19.99,British Columbia,Appliances,0.57
1071,Flexible Leather- Look Classic Collection Ring Binder,Ricardo Emerson,7427,1.49,British Columbia,Binders and Binder Accessories,0.35
1072,Okidata ML520 Series Dot Matrix Printers,Patrick O'Brill,8229,14.7,British Columbia,Office Machines,0.56
1073,"TOPS Voice Message Log Book, Flash Format",Patrick O'Brill,8229,3.01,British Columbia,Paper,0.36
1074,Avery 48,Patrick O'Brill,8290,0.5,British Columbia,Labels,0.39
1075,"Fellowes Basic 104-Key Keyboard, Platinum",Trudy Schmidt,8515,4,British Columbia,Computer Peripherals,0.6
1076,Eldon Cleatmat Plus� Chair Mats for High Pile Carpets,Thomas Brumley,8801,48.2,British Columbia,Office Furnishings,0.74
1077,270c,Thomas Brumley,8801,3,British Columbia,Telephones and Communication,0.59
1078,Hon Olson Stacker Stools,Shahid Shariari,8992,24.49,British Columbia,Chairs & Chairmats,0.57
1079,688,Shahid Shariari,8992,4.2,British Columbia,Telephones and Communication,0.6
1080,6340,Shahid Shariari,8992,2.79,British Columbia,Telephones and Communication,0.58
1081,Adesso Programmable 142-Key Keyboard,Vicky Freymann,9409,4,British Columbia,Computer Peripherals,0.79
1082,DAX Clear Channel Poster Frame,Lela Donovan,10306,7.4,British Columbia,Office Furnishings,0.48
1083,"Eldon� Expressions� Wood Desk Accessories, Oak",Khloe Miller,10470,5.21,British Columbia,Office Furnishings,0.56
1084,Xerox 1905,Mike Vittorini,10819,9.54,British Columbia,Paper,0.37
1085,Binder Posts,Trudy Schmidt,10916,5.01,British Columbia,Binders and Binder Accessories,0.39
1086,Canon P1-DHIII Palm Printing Calculator,Mike Vittorini,10944,8.51,British Columbia,Office Machines,0.4
1087,Microsoft Natural Keyboard Elite,Tony Chapman,11301,4,British Columbia,Computer Peripherals,0.7
1088,Accessory41,Liz Price,11332,5.99,British Columbia,Telephones and Communication,0.38
1089,i500plus,Liz Price,11332,5.92,British Columbia,Telephones and Communication,0.58
1090,Presstex Flexible Ring Binders,Sarah Bern,11392,1.49,British Columbia,Binders and Binder Accessories,0.35
1091,Keytronic Designer 104- Key Black Keyboard,Mark Cousins,11745,19.99,British Columbia,Computer Peripherals,0.77
1092,Eldon Simplefile� Box Office�,Shahid Hopkins,11875,6.27,British Columbia,Storage & Organization,0.57
1093,Hewlett-Packard Deskjet 3820 Color Inkjet Printer,Mark Cousins,11907,14,British Columbia,Office Machines,0.37
1094,"Global High-Back Leather Tilter, Burgundy",Giulietta Weimer,12129,70.2,British Columbia,Chairs & Chairmats,0.74
1095,White GlueTop Scratch Pads,Patrick O'Brill,12579,1.97,British Columbia,Paper,0.39
1096,Accessory25,Mark Cousins,12743,0.99,British Columbia,Telephones and Communication,0.57
1097,Belkin ErgoBoard� Keyboard,Daniel Byrd,12902,6.5,British Columbia,Computer Peripherals,0.64
1098,Newell 346,Rob Dowd,13380,0.7,British Columbia,Pens & Art Supplies,0.56
1099,Avery Hi-Liter� Fluorescent Desk Style Markers,Mike Vittorini,13606,0.85,British Columbia,Pens & Art Supplies,0.48
1100,Global Enterprise� Series Seating Low-Back Swivel/Tilt Chairs,John Murray,13889,54.31,British Columbia,Chairs & Chairmats,0.55
1101,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Khloe Miller,13984,37.58,British Columbia,Office Furnishings,0.78
1102,"80 Minute CD-R Spindle, 100/Pack - Staples",Kristina Nunn,13986,1.99,British Columbia,Computer Peripherals,0.54
1103,Acco Suede Grain Vinyl Round Ring Binder,Ralph Kennedy,14240,1.49,British Columbia,Binders and Binder Accessories,0.39
1104,Staples Battery-Operated Desktop Pencil Sharpener,Lela Donovan,14276,2.89,British Columbia,Pens & Art Supplies,0.6
1105,3M Polarizing Light Filter Sleeves,Ralph Kennedy,14471,3.77,British Columbia,Office Furnishings,0.39
1106,Xerox 220,Ralph Kennedy,14471,7.49,British Columbia,Paper,0.37
1107,"Global Leather Task Chair, Black",Lena Hernandez,14529,42,British Columbia,Chairs & Chairmats,0.66
1108,"Master Caster Door Stop, Brown",Lena Hernandez,14529,2.03,British Columbia,Office Furnishings,0.51
1109,"Bush Westfield Collection Bookcases, Fully Assembled",Shahid Hopkins,14948,35.84,British Columbia,Bookcases,0.62
1110,6162i,Kristina Nunn,16161,4.2,British Columbia,Telephones and Communication,0.55
1111,Staples Bulldog Clip,Kristina Nunn,16161,0.71,British Columbia,Rubber Bands,0.39
1112,Wausau Papers Astrobrights� Colored Envelopes,Greg Maxwell,16257,2.5,British Columbia,Envelopes,0.36
1113,"Fellowes Mobile Numeric Keypad, Graphite",Vicky Freymann,16806,4,British Columbia,Computer Peripherals,0.64
1114,iDENi80s,Vicky Freymann,16806,19.99,British Columbia,Telephones and Communication,0.59
1115,5190,Rob Dowd,17344,7.69,British Columbia,Telephones and Communication,0.59
1116,M70,Lena Hernandez,17382,8.99,British Columbia,Telephones and Communication,0.59
1117,Acco 6 Outlet Guardian Premium Surge Suppressor,Lela Donovan,17507,3.5,British Columbia,Appliances,0.58
1118,Epson LQ-570e Dot Matrix Printer,Lela Donovan,17507,28.06,British Columbia,Office Machines,0.56
1119,Belkin MediaBoard 104- Keyboard,Mark Cousins,17702,4,British Columbia,Computer Peripherals,0.75
1120,G.E. Halogen Desk Lamp Bulbs,Ricardo Emerson,17831,2.83,British Columbia,Office Furnishings,0.37
1121,Xerox 1947,Ricardo Emerson,17831,5.35,British Columbia,Paper,0.4
1122,Imation 5.2GB DVD-RAM,Liz Price,18179,1.99,British Columbia,Computer Peripherals,0.5
1123,Avery 481,Liz Price,18179,0.99,British Columbia,Labels,0.37
1124,"Speediset Carbonless Redi-Letter� 7"" x 8 1/2""",Liz Price,18179,1.79,British Columbia,Paper,0.38
1125,Canon MP41DH Printing Calculator,Rob Dowd,19044,13.99,British Columbia,Office Machines,0.38
1126,Filing/Storage Totes and Swivel Casters,Rob Dowd,19044,9.45,British Columbia,Storage & Organization,0.6
1127,Carina Double Wide Media Storage Towers in Natural & Black,Mark Cousins,19462,35,British Columbia,Storage & Organization,0.81
1128,Staples� General Use 3-Ring Binders,Giulietta Weimer,19936,1.49,British Columbia,Binders and Binder Accessories,0.37
1129,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Giulietta Weimer,19936,1.99,British Columbia,Computer Peripherals,0.5
1130,"GE 4 Foot Flourescent Tube, 40 Watt",Liz Price,19972,8.99,British Columbia,Office Furnishings,0.39
1131,Eldon Image Series Black Desk Accessories,Sally Knutson,20038,6.6,British Columbia,Office Furnishings,0.49
1132,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Liz Price,20389,41.91,British Columbia,Bookcases,0.59
1133,Ultra Door Pull Handle,Liz Price,20389,7.94,British Columbia,Office Furnishings,0.52
1134,Xerox 1920,Liz Price,20389,7.5,British Columbia,Paper,0.4
1135,Avery 498,Gene Hale,20422,0.5,British Columbia,Labels,0.38
1136,Staples� General Use 3-Ring Binders,Shahid Shariari,20676,1.49,British Columbia,Binders and Binder Accessories,0.37
1137,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Justin Hirsh,20807,30,British Columbia,Chairs & Chairmats,0.62
1138,Newell 342,Shahid Shariari,20838,3.97,British Columbia,Pens & Art Supplies,0.56
1139,Fiskars� Softgrip Scissors,Shahid Shariari,20838,3.37,British Columbia,"Scissors, Rulers and Trimmers",0.57
1140,Micro Innovations 104 Keyboard,Giulietta Weimer,20960,6.5,British Columbia,Computer Peripherals,0.64
1141,Canon PC-428 Personal Copier,Lela Donovan,20961,24.49,British Columbia,Copiers and Fax,0.46
1142,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Ralph Kennedy,21350,9.86,British Columbia,Paper,0.4
1143,Electrix Halogen Magnifier Lamp,Vicky Freymann,21572,11.54,British Columbia,Office Furnishings,0.59
1144,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",Thomas Brumley,21671,1.99,British Columbia,Computer Peripherals,0.55
1145,Hayes Optima 56K V.90 Internal Voice Modem,Ralph Kennedy,22657,11.25,British Columbia,Computer Peripherals,0.51
1146,Advantus Map Pennant Flags and Round Head Tacks,Ralph Kennedy,22657,2,British Columbia,Rubber Bands,0.53
1147,Xerox 1979,Ralph Kennedy,23207,8.74,British Columbia,Paper,0.4
1148,Hoover Portapower� Portable Vacuum,Khloe Miller,23940,49,British Columbia,Appliances,0.6
1149,"Global Leather & Oak Executive Chair, Burgundy",Khloe Miller,23940,60.2,British Columbia,Chairs & Chairmats,0.77
1150,Staples 6 Outlet Surge,Kristina Nunn,24450,4.98,British Columbia,Appliances,0.58
1151,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Kristina Nunn,24450,7.29,British Columbia,Office Furnishings,0.45
1152,Xerox 1903,Kristina Nunn,24450,5.79,British Columbia,Paper,0.36
1153,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Mark Cousins,24580,8.99,British Columbia,Pens & Art Supplies,0.58
1154,Eldon Pizzaz� Desk Accessories,Mark Cousins,24580,4.57,British Columbia,Office Furnishings,0.41
1155,Bevis 36 x 72 Conference Tables,Sally Knutson,24833,51.94,British Columbia,Tables,0.63
1156,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",Shahid Shariari,24933,57.38,British Columbia,Bookcases,0.78
1157,"Staples Wirebound Steno Books, 6"" x 9"", 12/Pack",Shahid Shariari,24933,2.27,British Columbia,Paper,0.36
1158,Hon 2111 Invitation� Series Corner Table,Sally Knutson,25031,69,British Columbia,Tables,0.79
1159,Staples Copy Paper (20Lb. and 84 Bright),Sally Knutson,25031,4.7,British Columbia,Paper,0.38
1160,Bevis Rectangular Conference Tables,Sally Knutson,25633,51.92,British Columbia,Tables,0.69
1161,Belkin F9M820V08 8 Outlet Surge,Sally Knutson,25635,4.62,British Columbia,Appliances,0.56
